service_date,route,direction,stop_id,events,otp,delay_med
2025-05-13,38,outbound,077072002S,1,1.0,-0.35
2025-05-13,38,outbound,079073001P,26,0.23076923076923078,-4.85
2025-05-13,38,outbound,410000007134,49,0.2653061224489796,-1.9833333333333334
2025-05-13,38,outbound,41000008NC83,1,0.0,-30.0
2025-05-13,38,outbound,4100009FLEBS,5,0.0,-3.9
2025-05-13,38A,outbound,410000007141,2,0.5,-0.8500000000000001
2025-05-13,38A,outbound,410000008064,1,0.0,-8.233333333333333
2025-05-13,39,inbound,079073001B,53,0.20754716981132076,-4.966666666666667
2025-05-13,39,inbound,410000015627,65,0.12307692307692308,-5.433333333333334
2025-05-13,39,outbound,079073190A,56,0.2857142857142857,-2.325
2025-05-13,39,outbound,410000007181,64,0.171875,-4.333333333333334
2025-05-13,39,outbound,410000009007,1,0.0,-6.8
2025-05-13,3A,inbound,075071311A,11,0.5454545454545454,-0.8
2025-05-13,3A,outbound,075071227A,1,1.0,2.9
2025-05-13,3A,outbound,075071352B,10,0.5,0.5416666666666667
2025-05-13,4,inbound,410000024S21,1,1.0,3.533333333333333
2025-05-13,4,inbound,410000029206,55,0.16363636363636364,-7.583333333333333
2025-05-13,4,outbound,410000023800,3,0.6666666666666666,0.7166666666666667
2025-05-13,4,outbound,410000024224,51,0.3137254901960784,-2.4
2025-05-13,4,outbound,410000024S13,1,0.0,-11.35
2025-05-13,4,outbound,41000042SSIG,51,0.35294117647058826,-3.1666666666666665
2025-05-13,40,inbound,41000010WALC,69,0.18840579710144928,-3.0833333333333335
2025-05-13,40,outbound,410000007141,67,0.22388059701492538,-3.35
2025-05-13,452,outbound,410000024503,1,0.0,-6.716666666666667
2025-05-13,49,outbound,410000002931,1,0.0,-2.7
2025-05-13,49,outbound,41000008REGA,15,0.0,-4.916666666666667
2025-05-13,49,outbound,4100008ELDJS,8,0.25,-2.8
2025-05-13,516,inbound,410000017115,8,0.375,0.25
2025-05-13,516,outbound,41000042SSIA,8,0.125,-1.8416666666666668
2025-05-13,52,inbound,077072549B,47,0.7659574468085106,1.25
2025-05-13,52,outbound,077072002R,44,0.25,-3.291666666666667
2025-05-13,525,inbound,410000000065,1,0.0,-30.0
2025-05-13,556,inbound,410000000060,1,0.0,-30.0
2025-05-13,57,outbound,077072002R,21,0.42857142857142855,-0.3333333333333333
2025-05-13,575,outbound,410000042927,1,0.0,-2.35
2025-05-13,58,outbound,077072001U,2,0.0,-2.9416666666666664
2025-05-13,58,outbound,077072002R,35,0.2571428571428571,-2.566666666666667
2025-05-13,59,inbound,075071047B,13,0.15384615384615385,-5.516666666666667
2025-05-13,59,inbound,077072001D,3,0.3333333333333333,-3.9166666666666665
2025-05-13,59,inbound,077072835C,48,0.041666666666666664,-4.041666666666666
2025-05-13,59,inbound,13003428H,1,0.0,-1.3166666666666667
2025-05-13,59,inbound,13005050B,1,0.0,-2.6666666666666665
2025-05-13,59,outbound,077072001T,3,0.0,-4.033333333333333
2025-05-13,59,outbound,077072002R,2,0.0,-8.125
2025-05-13,59,outbound,079073001S,46,0.1956521739130435,-3.908333333333333
2025-05-13,59,outbound,13005528K,12,0.08333333333333333,-2.375
2025-05-13,59,outbound,13006408A,1,0.0,-2.183333333333333
2025-05-13,594,inbound,410000029959,1,1.0,4.166666666666667
2025-05-13,594,outbound,410000024086,1,0.0,-8.4
2025-05-13,6,inbound,075071034A,6,0.5,-0.65
2025-05-13,6,inbound,075071088B,52,0.17307692307692307,-5.041666666666667
2025-05-13,6,inbound,075071291A,6,0.6666666666666666,0.35833333333333334
2025-05-13,6,inbound,07605712,9,0.1111111111111111,-1.9
2025-05-13,6,inbound,07605721,15,0.26666666666666666,-4.7
2025-05-13,6,inbound,077072621B,1,1.0,3.1333333333333333
2025-05-13,6,inbound,41000014METD,12,0.3333333333333333,-3.458333333333333
2025-05-13,6,outbound,075071025A,2,0.5,-2.375
2025-05-13,6,outbound,075071227A,59,0.13559322033898305,-4.666666666666667
2025-05-13,6,outbound,07605531,4,0.5,3.75
2025-05-13,6,outbound,077072001D,13,0.15384615384615385,-2.3333333333333335
2025-05-13,6,outbound,410000009220,13,0.46153846153846156,-2.45
2025-05-13,61,outbound,077072001E,41,0.34146341463414637,-1.7166666666666666
2025-05-13,62,inbound,410000007042,34,0.14705882352941177,-10.708333333333332
2025-05-13,62,inbound,410000007120,21,0.3333333333333333,-2.1
2025-05-13,62,inbound,410000009128,3,0.0,-3.316666666666667
2025-05-13,62,inbound,41000008NC86,2,0.0,-7.083333333333334
2025-05-13,62,outbound,410000003932,3,1.0,0.6833333333333333
2025-05-13,62,outbound,410000003KLA,55,0.12727272727272726,-6.333333333333333
2025-05-13,63,inbound,410000007900,54,0.2962962962962963,-2.15
2025-05-13,63,outbound,410000003932,1,1.0,0.15
2025-05-13,63,outbound,410000003KLA,55,0.16363636363636364,-4.966666666666667
2025-05-13,656,inbound,410000003088,1,0.0,-26.55
2025-05-13,660,inbound,410000041058,1,0.0,-30.0
2025-05-13,664,outbound,410000010312,1,1.0,-0.21666666666666667
2025-05-13,665,inbound,410000000031,1,0.0,-30.0
2025-05-13,665,outbound,410000004950,1,0.0,-6.983333333333333
2025-05-13,671,inbound,410000000204,1,0.0,-30.0
2025-05-13,671,outbound,410000009447,1,0.0,-16.55
2025-05-13,674,outbound,410000004015,1,1.0,2.65
2025-05-13,68,inbound,4100009DSSWB,16,0.4375,-1.275
2025-05-13,68,outbound,4100009FLEGS,16,0.125,-5.433333333333334
2025-05-13,681,inbound,410000000204,1,0.0,-30.0
2025-05-13,681,outbound,410000009005,1,0.0,-11.816666666666666
2025-05-13,682,inbound,410000010168,1,0.0,-12.85
2025-05-13,685,inbound,3100Y705639,6,0.6666666666666666,2.033333333333333
2025-05-13,685,inbound,3100Y93963D,6,0.8333333333333334,0.875
2025-05-13,685,inbound,410000008045,1,1.0,2.4
2025-05-13,685,inbound,4100008ELDAS,6,0.0,-5.925000000000001
2025-05-13,685,outbound,090033101564,6,0.16666666666666666,-11.275
2025-05-13,685,outbound,3100Y704639,6,0.5,-1.4833333333333334
2025-05-13,685,outbound,3100Y93963B,7,0.42857142857142855,-1.3166666666666667
2025-05-13,686,outbound,410000010167,1,0.0,-10.083333333333334
2025-05-13,695,inbound,410000000044,1,1.0,4.55
2025-05-13,6A,outbound,07605712,10,0.2,-2.875
2025-05-13,6B,outbound,07605712,4,0.5,1.1666666666666667
2025-05-13,7,inbound,075071080B,3,1.0,-0.6666666666666666
2025-05-13,7,inbound,075071088D,61,0.18032786885245902,-3.716666666666667
2025-05-13,7,inbound,075071288G,7,0.14285714285714285,-1.8333333333333333
2025-05-13,7,inbound,410000013509,1,1.0,1.1
2025-05-13,7,inbound,410000042C09,1,1.0,0.016666666666666666
2025-05-13,7,inbound,41000014METD,15,0.3333333333333333,-1.4
2025-05-13,7,inbound,41000042SSIC,53,0.33962264150943394,-1.15
2025-05-13,7,outbound,075071209A,62,0.2903225806451613,-1.9
2025-05-13,7,outbound,410000008078,1,1.0,0.7166666666666667
2025-05-13,7,outbound,410000009220,16,0.3125,-1.2333333333333334
2025-05-13,71,inbound,410000007120,18,0.5555555555555556,0.3916666666666667
2025-05-13,71,outbound,410000008090,1,0.0,-5.85
2025-05-13,71,outbound,41000008NC50,17,0.17647058823529413,-4.266666666666667
2025-05-13,72,inbound,410000007142,23,0.5652173913043478,1.6666666666666667
2025-05-13,72,outbound,410000008090,1,1.0,0.45
2025-05-13,72,outbound,41000008NC50,21,0.09523809523809523,-2.966666666666667
2025-05-13,72A,inbound,410000007142,1,1.0,1.5833333333333333
2025-05-13,72A,outbound,41000008NC50,1,0.0,19.7
2025-05-13,787,inbound,410000001004,3,0.0,-7.283333333333333
2025-05-13,787,outbound,41000008NC18,4,0.0,-8.416666666666666
2025-05-13,8,inbound,410000024S05,1,1.0,2.7
2025-05-13,8,inbound,410000060058,27,0.4444444444444444,-1.8666666666666667
2025-05-13,8,outbound,410000024S14,20,0.6,0.44999999999999996
2025-05-13,8,outbound,410000025319,5,0.4,-0.75
2025-05-13,8,outbound,410000042104,1,1.0,0.18333333333333332
2025-05-13,8,outbound,41000042SSIB,51,0.4117647058823529,-1.4833333333333334
2025-05-13,801,inbound,410000000065,1,0.0,-7.766666666666667
2025-05-13,801,outbound,410000017025,1,0.0,5.7
2025-05-13,804,inbound,410000000065,1,0.0,-30.0
2025-05-13,815,outbound,410000018032,1,0.0,-7.266666666666667
2025-05-13,816,inbound,410000000062,1,0.0,-10.733333333333333
2025-05-13,820,outbound,410000016178,1,1.0,1.15
2025-05-13,821,outbound,410000016121,1,1.0,-0.6
2025-05-13,87,outbound,410000008090,1,1.0,-0.13333333333333333
2025-05-13,87,outbound,41000008NC50,13,0.23076923076923078,-3.433333333333333
2025-05-13,960,inbound,410000023930,1,0.0,-8.366666666666667
2025-05-13,960,outbound,41000042SSIA,1,0.0,-4.15
2025-05-13,99,outbound,410000024445,1,0.0,-6.016666666666667
2025-05-13,99,outbound,410000030029,5,0.8,0.7833333333333333
2025-05-13,991,inbound,410000007007,1,0.0,-1.8666666666666667
2025-05-13,995,inbound,410000015B15,1,0.0,-8.1
2025-05-13,RP1,outbound,079073001O,35,0.4,-1.7
2025-05-13,UTCA,inbound,13006959E,1,0.0,-30.0
2025-05-13,UTCA,outbound,07605151,1,0.0,-5.45
2025-05-13,UTCC,inbound,13006959E,1,0.0,-15.35
2025-05-13,UTCC,inbound,410000032074,1,0.0,6.366666666666666
2025-05-13,UTCC,outbound,075071291B,1,0.0,-3.8833333333333333
2025-05-13,UTCC,outbound,410000032067,1,0.0,7.383333333333334
2025-05-13,UTCG,inbound,077072345A,1,0.0,-1.2166666666666666
2025-05-13,UTCG,inbound,13006959E,1,0.0,26.483333333333334
2025-05-13,UTCG,outbound,077072261B,1,0.0,-3.066666666666667
2025-05-13,X1,inbound,410000029953,9,0.0,-13.6
2025-05-13,X1,outbound,410000024S13,8,0.125,-4.225
2025-05-13,X20,outbound,410000016926,2,1.0,4.15
2025-05-13,X20,outbound,41000042SSIP,15,0.4,-1.1333333333333333
2025-05-13,X24,inbound,41000008NC41,19,0.10526315789473684,-5.05
2025-05-13,X24,outbound,410000024S22,18,0.3888888888888889,-1.25
2025-05-13,X24A,inbound,41000008NC41,2,0.0,-10.0
2025-05-13,X24A,outbound,410000024S22,3,0.0,-10.866666666666667
2025-05-13,X34,outbound,410000017022,2,0.0,-5.441666666666666
2025-05-13,X34,outbound,41000008NC41,15,0.06666666666666667,-4.4
2025-05-13,X40,inbound,077072761A,14,0.7142857142857143,2.825
2025-05-13,X40,outbound,077072001X,12,0.3333333333333333,-0.65
2025-05-13,X41,inbound,077072872A,8,0.375,4.275
2025-05-13,X41,outbound,077072001X,9,0.2222222222222222,-2.1666666666666665
2025-05-13,X47,outbound,410000002931,1,1.0,3.2333333333333334
2025-05-13,X47,outbound,410000008066,3,1.0,1.65
2025-05-13,X47,outbound,410000008976,1,1.0,-0.25
2025-05-13,X47,outbound,4100008ELDJS,55,0.2,-4.033333333333333
2025-05-13,X63,outbound,410000003932,3,0.6666666666666666,0.6833333333333333
2025-05-13,X63,outbound,41000008NC27,27,0.25925925925925924,-2.6166666666666667
2025-05-13,X77,outbound,4100008ELDHS,5,0.0,-6.333333333333333
2025-05-13,X78,outbound,4100008ELDHS,18,0.16666666666666666,-3.8166666666666664
2025-05-13,X79,outbound,3100Z151577,1,0.0,10.6
2025-05-13,X79,outbound,4100008ELDHS,2,0.0,-7.941666666666666
2025-05-13,X82,outbound,410000008045,2,0.5,-1.0999999999999999
2025-05-13,X82,outbound,4100008ELDAS,25,0.44,3.45
2025-05-13,X87,outbound,410000007156,5,0.0,-6.516666666666667
2025-05-13,X87,outbound,4100008ELDHS,35,0.17142857142857143,-3.6
2025-05-13,X88,outbound,4100008ELDHS,36,0.2222222222222222,-3.5083333333333333
2025-05-14,1,inbound,410000009923,24,0.2916666666666667,-1.625
2025-05-14,1,inbound,410000009953,3,0.0,-7.833333333333333
2025-05-14,1,outbound,410000008281,17,0.11764705882352941,-3.2
2025-05-14,1,outbound,410000014617,7,0.2857142857142857,-3.966666666666667
2025-05-14,7,outbound,410000009220,1,0.0,-18.966666666666665
2025-05-14,11,inbound,410000008408,1,0.0,39.68333333333333
2025-05-14,12,inbound,410000015543,3,0.3333333333333333,-2.2666666666666666
2025-05-14,12,inbound,41000010WALC,2,0.5,0.375
2025-05-14,12,outbound,410000008446,6,0.16666666666666666,-4.416666666666667
2025-05-14,18,inbound,410000015543,5,0.4,-1.45
2025-05-14,18,inbound,410000015622,7,0.14285714285714285,-2.8833333333333333
2025-05-14,18,outbound,410000009380,4,0.75,-0.10833333333333334
2025-05-14,18,outbound,410000009997,3,0.3333333333333333,8.883333333333333
2025-05-14,18,outbound,4100009FLEDS,5,0.4,-1.3166666666666667
2025-05-14,22,inbound,410000007049,3,0.0,-9.733333333333333
2025-05-14,22,inbound,41000008NC53,1,0.0,-7.283333333333333
2025-05-14,22,outbound,410000010981,3,0.3333333333333333,-3.566666666666667
2025-05-14,30,inbound,410000008393,27,0.25925925925925924,-0.55
2025-05-14,30,inbound,4100008NC105,1,1.0,0.06666666666666667
2025-05-14,30,outbound,410000007134,18,0.2777777777777778,3.1500000000000004
2025-05-14,30,outbound,410000008171,3,1.0,0.6166666666666667
2025-05-14,30,outbound,410000008247,8,0.625,2.716666666666667
2025-05-14,31,inbound,410000008384,30,0.3333333333333333,-1.2416666666666667
2025-05-14,31,outbound,410000007134,10,0.1,-4.725
2025-05-14,31,outbound,410000008171,1,0.0,-1.65
2025-05-14,31,outbound,410000008247,22,0.5,1.2166666666666668
2025-05-14,36,inbound,410000008248,26,0.3076923076923077,1.2416666666666667
2025-05-14,36,outbound,41000008NC69,26,0.19230769230769232,-2.8
2025-05-14,37,inbound,3100Z264671,1,0.0,8.133333333333333
2025-05-14,37,outbound,410000007134,1,1.0,0.65
2025-05-14,38,inbound,410000009238,3,0.3333333333333333,-3.5833333333333335
2025-05-14,38,inbound,410000009356,3,0.3333333333333333,-10.066666666666666
2025-05-14,38,outbound,410000007134,7,0.14285714285714285,-2.1166666666666667
2025-05-14,39,inbound,410000015627,10,0.2,-6.908333333333333
2025-05-14,39,outbound,410000007181,10,0.4,-5.25
2025-05-14,40,inbound,41000010WALC,20,0.05,-1.9249999999999998
2025-05-14,40,outbound,410000007141,19,0.15789473684210525,-4.783333333333333
2025-05-14,59,inbound,077072835C,2,0.0,-0.5000000000000004
2025-05-14,59,outbound,079073001S,1,1.0,-0.5166666666666667
2025-05-14,62,inbound,410000007042,3,0.0,-9.7
2025-05-14,62,inbound,410000007120,2,0.0,15.708333333333332
2025-05-14,62,outbound,410000003KLA,6,0.0,-3.05
2025-05-14,63,inbound,410000007900,6,0.16666666666666666,-2.1083333333333334
2025-05-14,63,outbound,410000003KLA,6,0.0,-6.125
2025-05-14,671,outbound,410000009447,1,0.0,-6.533333333333333
2025-05-14,681,outbound,410000009005,1,0.0,-10.216666666666667
2025-05-14,1,inbound,075071120B,1,0.0,-3.2
2025-05-14,1,inbound,075071142A,26,0.2692307692307692,-1.675
2025-05-14,1,inbound,078074945B,9,0.3333333333333333,2.4833333333333334
2025-05-14,1,inbound,079073001T,22,0.13636363636363635,-7.65
2025-05-14,1,inbound,410000009176,1,0.0,-8.783333333333333
2025-05-14,1,inbound,410000009923,104,0.375,-2.1666666666666665
2025-05-14,1,inbound,410000009953,3,0.0,-7.166666666666667
2025-05-14,1,inbound,41000008NC94,1,1.0,0.26666666666666666
2025-05-14,1,outbound,075071293A,47,0.3829787234042553,-1.5666666666666667
2025-05-14,1,outbound,078074773A,8,0.125,-7.4
2025-05-14,1,outbound,410000008281,70,0.18571428571428572,-2.966666666666667
2025-05-14,1,outbound,410000014617,36,0.16666666666666666,-3.2333333333333334
2025-05-14,10,inbound,079073272A,25,0.68,-0.6333333333333333
2025-05-14,10,inbound,410000008408,38,0.39473684210526316,0.75
2025-05-14,10,inbound,410000024S40,2,0.0,-2.5500000000000003
2025-05-14,10,inbound,410000030027,43,0.627906976744186,3.4
2025-05-14,10,outbound,079073001M,25,0.12,-3.5833333333333335
2025-05-14,10,outbound,410000007177,36,0.16666666666666666,-2.175
2025-05-14,10,outbound,410000017109,2,0.5,-5.199999999999999
2025-05-14,10,outbound,410000024371,42,0.16666666666666666,-4.325
2025-05-14,10,outbound,410000024S05,1,1.0,1.9666666666666666
2025-05-14,10,outbound,41000042SSIA,27,0.37037037037037035,-2.9833333333333334
2025-05-14,101,inbound,078074055A,3,0.0,-19.0
2025-05-14,101,outbound,079073001C,3,0.0,-2.5
2025-05-14,105,inbound,410000000023,1,0.0,-20.55
2025-05-14,11,inbound,410000008408,44,0.3409090909090909,-0.525
2025-05-14,11,inbound,410000016178,2,1.0,0.2
2025-05-14,11,inbound,410000017173,2,0.0,2.3499999999999996
2025-05-14,11,inbound,410000024S40,1,1.0,1.4333333333333333
2025-05-14,11,inbound,410000030024,42,0.3333333333333333,-2.091666666666667
2025-05-14,11,inbound,41000010JARB,26,0.4230769230769231,-1.2333333333333334
2025-05-14,11,outbound,410000007142,43,0.18604651162790697,-2.433333333333333
2025-05-14,11,outbound,410000024387,44,0.22727272727272727,-5.4
2025-05-14,11,outbound,410000024S05,1,1.0,3.7
2025-05-14,115,inbound,410000014903,1,0.0,-30.0
2025-05-14,115,outbound,410000007156,1,0.0,-1.5833333333333333
2025-05-14,12,inbound,079073245B,55,0.2909090909090909,-2.216666666666667
2025-05-14,12,inbound,410000015543,38,0.3157894736842105,-2.6333333333333337
2025-05-14,12,inbound,410000017196,13,0.38461538461538464,-0.4166666666666667
2025-05-14,12,inbound,41000010WALC,39,0.358974358974359,-1.7833333333333334
2025-05-14,12,outbound,079073001N,52,0.2692307692307692,-3.8666666666666663
2025-05-14,12,outbound,079073050A,1,0.0,-5.166666666666667
2025-05-14,12,outbound,410000008446,73,0.3835616438356164,-1.65
2025-05-14,12,outbound,41000042SSIP,13,0.23076923076923078,-6.233333333333333
2025-05-14,13,inbound,077072002R,4,0.75,2.075
2025-05-14,13,inbound,077072488A,11,0.5454545454545454,-0.35
2025-05-14,13,inbound,410000024S20,3,0.3333333333333333,-5.566666666666666
2025-05-14,13,inbound,410000029206,52,0.25,-4.133333333333333
2025-05-14,13,outbound,079073001T,3,1.0,0.6166666666666667
2025-05-14,13,outbound,079073245B,11,0.18181818181818182,-2.65
2025-05-14,13,outbound,410000023816,53,0.2641509433962264,-2.216666666666667
2025-05-14,13,outbound,410000024S13,1,0.0,-1.1166666666666667
2025-05-14,13B,outbound,079073001M,1,0.0,-12.033333333333333
2025-05-14,14,inbound,079073246A,29,0.41379310344827586,-1.2333333333333334
2025-05-14,14,outbound,079073001M,27,0.14814814814814814,-4.066666666666666
2025-05-14,140,outbound,410000008272,1,1.0,1.2833333333333334
2025-05-14,146,outbound,410000008078,1,0.0,15.916666666666666
2025-05-14,151,outbound,410000009065,1,1.0,0.8666666666666667
2025-05-14,16,inbound,07605438,1,0.0,-18.95
2025-05-14,16,inbound,07605751,6,0.6666666666666666,0.21666666666666665
2025-05-14,16,inbound,410000024564,56,0.17857142857142858,-5.216666666666667
2025-05-14,16,inbound,410000024S05,1,0.0,-17.883333333333333
2025-05-14,16,inbound,410000024S21,1,0.0,-7.783333333333333
2025-05-14,16,outbound,07605450,5,1.0,-0.36666666666666664
2025-05-14,16,outbound,07605675,1,0.0,-29.0
2025-05-14,16,outbound,410000024170,53,0.20754716981132076,-2.65
2025-05-14,16,outbound,410000024229,1,0.0,-2.4833333333333334
2025-05-14,16,outbound,410000024S14,2,0.0,-5.583333333333334
2025-05-14,18,inbound,410000015543,5,0.4,-1.45
2025-05-14,18,inbound,410000015622,20,0.45,0.06666666666666667
2025-05-14,18,outbound,410000009380,12,0.5833333333333334,-0.03333333333333333
2025-05-14,18,outbound,410000009997,7,0.42857142857142855,4.583333333333333
2025-05-14,18,outbound,410000016234,1,1.0,1.6833333333333333
2025-05-14,18,outbound,410000042C02,1,0.0,8.183333333333334
2025-05-14,18,outbound,41000042SSIL,34,0.20588235294117646,-3.9416666666666664
2025-05-14,18,outbound,4100009FLEDS,7,0.5714285714285714,-0.8666666666666667
2025-05-14,18A,outbound,410000015B15,1,0.0,-4.15
2025-05-14,2,inbound,078074945B,8,0.25,-8.649999999999999
2025-05-14,2,outbound,078074773A,8,0.25,-1.3666666666666667
2025-05-14,2,outbound,078074820A,2,0.0,-8.641666666666666
2025-05-14,20,inbound,410000024549,67,0.7164179104477612,0.23333333333333334
2025-05-14,20,outbound,075071200A,1,1.0,-0.75
2025-05-14,20,outbound,075071209A,1,0.0,-3.283333333333333
2025-05-14,20,outbound,410000024S22,66,0.07575757575757576,-5.941666666666666
2025-05-14,22,inbound,410000007049,71,0.056338028169014086,-8.483333333333333
2025-05-14,22,inbound,410000007168,4,0.0,-2.783333333333333
2025-05-14,22,inbound,410000008Q02,1,1.0,2.9
2025-05-14,22,inbound,41000008NC53,1,0.0,-7.283333333333333
2025-05-14,22,outbound,410000009333,4,0.25,-4.975
2025-05-14,22,outbound,410000010003,6,0.16666666666666666,-5.641666666666667
2025-05-14,22,outbound,410000010341,4,0.5,-3.283333333333333
2025-05-14,22,outbound,410000010981,66,0.30303030303030304,-3.4583333333333335
2025-05-14,22X,inbound,41000008NC53,3,0.0,-10.1
2025-05-14,22X,outbound,410000010981,3,0.0,7.966666666666667
2025-05-14,23,inbound,410000024S18,1,0.0,-2.7666666666666666
2025-05-14,23,inbound,410000029116,53,0.4528301886792453,-0.9166666666666666
2025-05-14,23,outbound,410000017207,54,0.24074074074074073,-3.333333333333333
2025-05-14,3,inbound,075071311A,10,0.5,-1.4083333333333332
2025-05-14,3,inbound,410000024904,2,1.0,0.8500000000000001
2025-05-14,3,inbound,410000024S20,8,0.125,-3.541666666666667
2025-05-14,3,inbound,410000029106,56,0.3392857142857143,-1.4333333333333333
2025-05-14,3,outbound,075071227A,1,0.0,-5.133333333333334
2025-05-14,3,outbound,075071352B,9,0.4444444444444444,1.55
2025-05-14,3,outbound,410000023800,53,0.22641509433962265,-3.2
2025-05-14,3,outbound,410000042C02,3,1.0,2.2
2025-05-14,3,outbound,41000042SSIH,49,0.22448979591836735,-5.033333333333333
2025-05-14,30,inbound,410000008393,51,0.2549019607843137,0.05
2025-05-14,30,inbound,410000016105,13,0.3076923076923077,1.5833333333333333
2025-05-14,30,inbound,410000016926,2,0.5,6.275
2025-05-14,30,inbound,4100008NC105,1,1.0,0.06666666666666667
2025-05-14,30,outbound,410000007134,36,0.19444444444444445,3.1166666666666667
2025-05-14,30,outbound,410000008171,5,0.6,4.1
2025-05-14,30,outbound,410000008247,10,0.8,2.1
2025-05-14,30,outbound,41000042SSIE,15,0.26666666666666666,-2.6166666666666667
2025-05-14,31,inbound,410000008384,53,0.20754716981132076,-0.7166666666666667
2025-05-14,31,outbound,410000007134,10,0.2,-4.541666666666667
2025-05-14,31,outbound,410000008171,3,0.6666666666666666,1.75
2025-05-14,31,outbound,410000008247,40,0.425,2.3083333333333336
2025-05-14,32,inbound,410000008326,9,0.7777777777777778,4.466666666666667
2025-05-14,32,inbound,410000008477,1,0.0,-3.316666666666667
2025-05-14,32,inbound,41000008NC28,1,1.0,-0.2
2025-05-14,32,outbound,410000009949,11,0.6363636363636364,0.2833333333333333
2025-05-14,32A,inbound,410000008326,13,0.5384615384615384,3.8
2025-05-14,32A,outbound,410000008224,2,0.0,-2.2083333333333335
2025-05-14,32A,outbound,410000009251,11,0.5454545454545454,2.816666666666667
2025-05-14,34,outbound,077072574C,3,0.0,-4.533333333333333
2025-05-14,34,outbound,079073001U,23,0.08695652173913043,-4.65
2025-05-14,35,outbound,077072001X,18,0.2222222222222222,-2.841666666666667
2025-05-14,35,outbound,077072584A,3,0.3333333333333333,-7.95
2025-05-14,36,inbound,075071202B,1,0.0,-30.0
2025-05-14,36,inbound,075071243A,33,0.2727272727272727,-1.3666666666666667
2025-05-14,36,inbound,075071288E,8,0.25,-1.4333333333333333
2025-05-14,36,inbound,077072549A,1,0.0,-26.166666666666668
2025-05-14,36,inbound,410000008248,51,0.27450980392156865,0.55
2025-05-14,36,outbound,077072002S,1,0.0,-14.583333333333334
2025-05-14,36,outbound,079073001P,43,0.09302325581395349,-4.333333333333333
2025-05-14,36,outbound,41000008NC69,49,0.1836734693877551,-2.7666666666666666
2025-05-14,36A,inbound,075071288E,5,0.2,-5.166666666666667
2025-05-14,36A,inbound,077072872A,1,0.0,-7.3
2025-05-14,36A,outbound,077072002S,3,0.0,-3.6666666666666665
2025-05-14,36A,outbound,079073001P,1,0.0,-3.4166666666666665
2025-05-14,37,inbound,077072835C,18,0.4444444444444444,-3.45
2025-05-14,37,inbound,3100Z264671,27,0.25925925925925924,-2.8333333333333335
2025-05-14,37,outbound,077072002S,1,0.0,18.966666666666665
2025-05-14,37,outbound,079073001P,19,0.15789473684210525,-3.716666666666667
2025-05-14,37,outbound,410000007134,28,0.32142857142857145,-1.575
2025-05-14,37,outbound,41000008NC83,1,0.0,-1.1166666666666667
2025-05-14,38,inbound,077072530A,29,0.27586206896551724,-3.6
2025-05-14,38,inbound,410000009238,23,0.13043478260869565,-5.85
2025-05-14,38,inbound,410000009356,31,0.3225806451612903,-4.966666666666667
2025-05-14,38,outbound,077072002S,1,0.0,8.8
2025-05-14,38,outbound,079073001P,26,0.15384615384615385,-4.783333333333333
2025-05-14,38,outbound,410000007134,51,0.23529411764705882,-3.783333333333333
2025-05-14,38,outbound,41000008NC83,1,0.0,-10.866666666666667
2025-05-14,38,outbound,4100009FLEBS,4,0.5,-2.091666666666667
2025-05-14,38A,outbound,410000007141,2,0.5,-1.0083333333333333
2025-05-14,38A,outbound,410000008064,1,1.0,3.3
2025-05-14,39,inbound,079073001B,54,0.2037037037037037,-4.074999999999999
2025-05-14,39,inbound,410000015627,65,0.16923076923076924,-5.35
2025-05-14,39,outbound,079073190A,58,0.3275862068965517,-2.3833333333333333
2025-05-14,39,outbound,410000007181,64,0.15625,-4.933333333333334
2025-05-14,39,outbound,410000009007,1,0.0,-11.316666666666666
2025-05-14,3A,inbound,075071311A,11,0.2727272727272727,-2.1166666666666667
2025-05-14,3A,outbound,075071227A,1,0.0,6.816666666666666
2025-05-14,3A,outbound,075071352B,10,0.4,-2.375
2025-05-14,4,inbound,410000024S21,1,1.0,-0.23333333333333334
2025-05-14,4,inbound,410000029206,55,0.12727272727272726,-8.683333333333334
2025-05-14,4,outbound,410000023800,3,1.0,-0.13333333333333333
2025-05-14,4,outbound,410000024224,51,0.29411764705882354,-2.9833333333333334
2025-05-14,4,outbound,410000024S13,1,0.0,-5.05
2025-05-14,4,outbound,41000042SSIG,52,0.2692307692307692,-2.466666666666667
2025-05-14,40,inbound,41000010WALC,69,0.21739130434782608,-2.9
2025-05-14,40,outbound,410000007141,66,0.30303030303030304,-2.875
2025-05-14,452,outbound,410000024503,1,0.0,5.916666666666667
2025-05-14,49,outbound,410000002931,1,0.0,13.266666666666667
2025-05-14,49,outbound,41000008REGA,15,0.13333333333333333,-4.35
2025-05-14,49,outbound,4100008ELDJS,9,0.2222222222222222,-2.95
2025-05-14,516,inbound,410000017115,8,0.375,-2.466666666666667
2025-05-14,516,outbound,41000042SSIA,8,0.0,-2.541666666666667
2025-05-14,52,inbound,077072549B,48,0.7083333333333334,1.0416666666666667
2025-05-14,52,outbound,077072002R,45,0.2,-2.1
2025-05-14,525,inbound,410000000065,1,0.0,-10.816666666666666
2025-05-14,556,inbound,410000000060,1,0.0,-30.0
2025-05-14,57,outbound,077072002R,21,0.2857142857142857,-2.8
2025-05-14,575,outbound,410000042927,1,0.0,-2.95
2025-05-14,58,outbound,077072001U,2,0.0,-6.016666666666667
