service_date,route,direction,stop_id,events,otp,delay_med
2025-05-14,58,outbound,077072002R,34,0.3235294117647059,-2.75
2025-05-14,59,inbound,075071047B,13,0.0,-10.516666666666667
2025-05-14,59,inbound,077072001D,3,0.3333333333333333,-3.7333333333333334
2025-05-14,59,inbound,077072835C,48,0.22916666666666666,-4.141666666666667
2025-05-14,59,inbound,13003428H,1,1.0,-0.2833333333333333
2025-05-14,59,inbound,13005050B,1,0.0,-4.083333333333333
2025-05-14,59,outbound,077072001T,4,0.25,-2.6416666666666666
2025-05-14,59,outbound,077072002R,2,0.5,1.3250000000000002
2025-05-14,59,outbound,079073001S,46,0.34782608695652173,-3.8
2025-05-14,59,outbound,13005528K,12,0.0,-5.0
2025-05-14,59,outbound,13006408A,1,0.0,-1.5166666666666666
2025-05-14,594,inbound,410000029959,1,1.0,2.033333333333333
2025-05-14,594,outbound,410000024086,1,0.0,5.083333333333333
2025-05-14,6,inbound,075071034A,6,0.16666666666666666,-3.416666666666667
2025-05-14,6,inbound,075071088B,51,0.17647058823529413,-4.233333333333333
2025-05-14,6,inbound,075071291A,7,0.42857142857142855,-1.8
2025-05-14,6,inbound,07605712,10,0.1,-3.575
2025-05-14,6,inbound,07605721,15,0.2,-2.65
2025-05-14,6,inbound,077072621B,1,0.0,-11.416666666666666
2025-05-14,6,inbound,41000014METD,12,0.16666666666666666,-3.4416666666666664
2025-05-14,6,outbound,075071025A,2,1.0,0.675
2025-05-14,6,outbound,075071227A,59,0.1694915254237288,-7.083333333333333
2025-05-14,6,outbound,07605531,4,0.25,9.966666666666667
2025-05-14,6,outbound,077072001D,13,0.15384615384615385,-2.3333333333333335
2025-05-14,6,outbound,410000009220,13,0.23076923076923078,-2.566666666666667
2025-05-14,61,outbound,077072001E,40,0.3,-1.1833333333333331
2025-05-14,62,inbound,410000007042,34,0.058823529411764705,-8.758333333333333
2025-05-14,62,inbound,410000007120,20,0.3,1.5083333333333333
2025-05-14,62,inbound,410000009128,3,0.0,-7.666666666666667
2025-05-14,62,inbound,41000008NC86,2,0.5,-4.458333333333333
2025-05-14,62,outbound,410000003932,3,1.0,2.1666666666666665
2025-05-14,62,outbound,410000003KLA,55,0.16363636363636364,-5.616666666666666
2025-05-14,63,inbound,410000007900,53,0.20754716981132076,-2.8833333333333333
2025-05-14,63,outbound,410000003932,1,1.0,2.716666666666667
2025-05-14,63,outbound,410000003KLA,54,0.09259259259259259,-7.091666666666667
2025-05-14,656,inbound,410000003088,1,0.0,-5.283333333333333
2025-05-14,660,inbound,410000041058,1,0.0,-27.733333333333334
2025-05-14,664,outbound,410000010312,1,0.0,-5.666666666666667
2025-05-14,665,inbound,410000000031,1,0.0,-17.933333333333334
2025-05-14,665,outbound,410000004950,1,0.0,-22.183333333333334
2025-05-14,671,outbound,410000009447,1,0.0,-5.866666666666666
2025-05-14,674,outbound,410000004015,1,0.0,-1.4
2025-05-14,68,inbound,077072835C,1,1.0,0.18333333333333332
2025-05-14,68,inbound,4100009DSSWB,8,0.875,1.3333333333333335
2025-05-14,68,outbound,077072847A,1,0.0,5.266666666666667
2025-05-14,68,outbound,4100009FLEGS,9,0.4444444444444444,-3.85
2025-05-14,681,inbound,410000000204,1,0.0,-30.0
2025-05-14,681,outbound,410000009005,1,0.0,-9.55
2025-05-14,682,inbound,410000010168,1,0.0,-30.0
2025-05-14,685,inbound,3100Y705639,4,0.75,2.175
2025-05-14,685,inbound,3100Y93963D,5,0.8,1.0
2025-05-14,685,inbound,410000008045,1,0.0,-18.083333333333332
2025-05-14,685,inbound,4100008ELDAS,6,0.0,-6.766666666666667
2025-05-14,685,outbound,090033101564,6,0.0,-14.591666666666667
2025-05-14,685,outbound,3100Y704639,6,0.3333333333333333,-3.6916666666666664
2025-05-14,685,outbound,3100Y93963B,7,0.14285714285714285,-2.15
2025-05-14,686,outbound,410000010167,1,0.0,-16.1
2025-05-14,695,inbound,410000000044,1,0.0,-25.983333333333334
2025-05-14,6A,outbound,07605712,9,0.2222222222222222,-1.5833333333333333
2025-05-14,6B,outbound,07605712,4,0.25,9.483333333333334
2025-05-14,7,inbound,075071080B,3,0.6666666666666666,1.7833333333333334
2025-05-14,7,inbound,075071088D,61,0.19672131147540983,-5.05
2025-05-14,7,inbound,075071288G,7,0.2857142857142857,-1.7166666666666666
2025-05-14,7,inbound,410000013509,1,1.0,3.1166666666666667
2025-05-14,7,inbound,410000042C09,1,0.0,6.75
2025-05-14,7,inbound,41000014METD,14,0.21428571428571427,-2.333333333333333
2025-05-14,7,inbound,41000042SSIC,51,0.35294117647058826,-1.8833333333333333
2025-05-14,7,outbound,075071209A,62,0.3387096774193548,-1.7999999999999998
2025-05-14,7,outbound,410000008078,1,0.0,-5.3
2025-05-14,7,outbound,410000009220,16,0.1875,-2.5583333333333336
2025-05-14,71,inbound,410000007120,17,0.29411764705882354,-1.2
2025-05-14,71,outbound,410000008090,1,1.0,2.65
2025-05-14,71,outbound,41000008NC50,16,0.0625,-3.15
2025-05-14,72,inbound,410000007142,22,0.2727272727272727,0.6166666666666667
2025-05-14,72,outbound,410000008090,1,0.0,-2.066666666666667
2025-05-14,72,outbound,41000008NC50,20,0.15,-1.0750000000000002
2025-05-14,72A,inbound,410000007142,1,1.0,-0.26666666666666666
2025-05-14,72A,outbound,41000008NC50,1,0.0,6.05
2025-05-14,787,inbound,410000001004,3,0.0,-8.116666666666667
2025-05-14,787,outbound,41000008NC18,4,0.0,-9.883333333333333
2025-05-14,8,inbound,410000024S05,1,0.0,-3.566666666666667
2025-05-14,8,inbound,410000060058,27,0.2962962962962963,-2.35
2025-05-14,8,outbound,410000024S14,20,0.3,-1.9749999999999999
2025-05-14,8,outbound,410000025319,5,0.2,-2.25
2025-05-14,8,outbound,410000042104,1,1.0,-0.9833333333333333
2025-05-14,8,outbound,41000042SSIB,55,0.2909090909090909,-2.466666666666667
2025-05-14,801,inbound,410000000065,1,0.0,-30.0
2025-05-14,801,outbound,410000017025,1,1.0,0.65
2025-05-14,804,inbound,410000000065,1,0.0,-28.65
2025-05-14,815,outbound,410000018032,1,1.0,-0.38333333333333336
2025-05-14,816,inbound,410000000062,1,0.0,-13.066666666666666
2025-05-14,820,outbound,410000016178,1,1.0,0.45
2025-05-14,821,outbound,410000016121,1,0.0,-7.083333333333333
2025-05-14,87,outbound,410000008090,1,1.0,2.4
2025-05-14,87,outbound,41000008NC50,12,0.16666666666666666,-3.0250000000000004
2025-05-14,960,inbound,410000023930,1,0.0,-1.7333333333333334
2025-05-14,960,outbound,41000042SSIA,1,1.0,-0.1
2025-05-14,99,outbound,410000024445,1,0.0,-8.716666666666667
2025-05-14,99,outbound,410000030029,4,0.25,30.775
2025-05-14,991,inbound,410000007007,1,1.0,0.43333333333333335
2025-05-14,995,inbound,410000015B15,1,0.0,-9.983333333333333
2025-05-14,RP1,outbound,079073001O,34,0.5588235294117647,-0.4083333333333333
2025-05-14,UTCA,inbound,13006959E,1,0.0,-7.283333333333333
2025-05-14,UTCA,outbound,07605151,1,0.0,-3.8333333333333335
2025-05-14,UTCC,inbound,13006959E,1,0.0,9.266666666666667
2025-05-14,UTCC,inbound,410000032074,1,0.0,6.633333333333334
2025-05-14,UTCC,outbound,075071291B,1,0.0,-4.65
2025-05-14,UTCC,outbound,410000032067,1,1.0,2.9166666666666665
2025-05-14,UTCG,inbound,13006959E,1,0.0,-30.0
2025-05-14,UTCG,outbound,077072261B,1,0.0,-11.833333333333334
2025-05-14,X1,inbound,410000029953,9,0.1111111111111111,-9.083333333333334
2025-05-14,X1,outbound,410000024S13,8,0.25,-5.816666666666666
2025-05-14,X20,outbound,410000016926,2,1.0,1.0166666666666666
2025-05-14,X20,outbound,41000042SSIP,10,0.1,-3.6333333333333333
2025-05-14,X24,inbound,41000008NC41,19,0.0,-6.366666666666666
2025-05-14,X24,outbound,410000024S22,18,0.2777777777777778,-3.7916666666666665
2025-05-14,X24A,inbound,41000008NC41,2,0.0,-1.5250000000000004
2025-05-14,X24A,outbound,410000024S22,3,0.0,-6.183333333333334
2025-05-14,X34,outbound,410000017022,3,0.0,-4.266666666666667
2025-05-14,X34,outbound,41000008NC41,19,0.15789473684210525,-5.066666666666666
2025-05-14,X40,inbound,077072761A,13,0.46153846153846156,0.7833333333333333
2025-05-14,X40,outbound,077072001X,11,0.2727272727272727,-2.933333333333333
2025-05-14,X41,inbound,077072872A,8,0.625,1.875
2025-05-14,X41,outbound,077072001X,10,0.3,-2.4416666666666664
2025-05-14,X47,outbound,410000008066,3,0.0,-1.0166666666666666
2025-05-14,X47,outbound,410000008976,1,0.0,-3.466666666666667
2025-05-14,X47,outbound,4100008ELDJS,55,0.16363636363636364,-4.016666666666667
2025-05-14,X63,outbound,410000003932,3,0.3333333333333333,-1.4833333333333334
2025-05-14,X63,outbound,41000008NC27,27,0.2222222222222222,-1.95
2025-05-14,X77,outbound,4100008ELDHS,6,0.0,-3.7416666666666663
2025-05-14,X78,outbound,4100008ELDHS,18,0.1111111111111111,-4.933333333333334
2025-05-14,X79,outbound,3100Z151577,1,0.0,19.7
2025-05-14,X79,outbound,4100008ELDHS,2,0.0,7.283333333333333
2025-05-14,X82,outbound,410000008045,2,0.5,-2.2666666666666666
2025-05-14,X82,outbound,4100008ELDAS,28,0.17857142857142858,-2.05
2025-05-14,X87,outbound,410000007156,5,0.2,-3.216666666666667
2025-05-14,X87,outbound,4100008ELDHS,36,0.16666666666666666,-3.8583333333333334
2025-05-14,X88,outbound,4100008ELDHS,40,0.275,-3.3
2025-05-15,37,inbound,3100Z264671,1,0.0,56.36666666666667
2025-05-15,37,outbound,410000007134,1,0.0,68.08333333333333
2025-05-15,38,inbound,410000009356,1,0.0,9.55
2025-05-15,38,outbound,410000007134,1,0.0,39.15
2025-05-15,39,inbound,410000015627,3,0.0,20.966666666666665
2025-05-15,39,outbound,410000007181,1,0.0,52.333333333333336
2025-05-15,40,inbound,41000010WALC,2,0.0,53.958333333333336
2025-05-15,40,outbound,410000007141,3,0.0,47.516666666666666
2025-05-15,1,inbound,075071142A,3,0.3333333333333333,17.533333333333335
2025-05-15,1,inbound,079073001T,2,0.0,60.025
2025-05-15,1,inbound,410000009923,6,0.0,50.8
2025-05-15,1,outbound,075071293A,2,0.0,43.29166666666667
2025-05-15,1,outbound,078074773A,2,0.0,57.458333333333336
2025-05-15,1,outbound,410000008281,6,0.0,50.41666666666667
2025-05-15,1,outbound,410000014617,3,0.0,63.083333333333336
2025-05-15,10,inbound,079073272A,1,0.0,38.38333333333333
2025-05-15,10,inbound,410000030027,1,0.0,35.333333333333336
2025-05-15,10,outbound,079073001M,2,0.0,37.725
2025-05-15,10,outbound,410000007177,3,0.0,41.833333333333336
2025-05-15,10,outbound,410000024371,3,0.0,32.766666666666666
2025-05-15,10,outbound,41000042SSIA,2,0.0,63.275
2025-05-15,101,inbound,078074055A,1,0.0,35.483333333333334
2025-05-15,11,inbound,410000008408,5,0.0,51.31666666666667
2025-05-15,11,inbound,410000030024,3,0.0,34.36666666666667
2025-05-15,11,inbound,41000010JARB,3,0.0,68.55
2025-05-15,11,outbound,410000007142,4,0.0,56.974999999999994
2025-05-15,11,outbound,410000024387,1,0.0,27.5
2025-05-15,12,inbound,079073245B,5,0.0,37.13333333333333
2025-05-15,12,inbound,410000015543,2,0.0,38.96666666666667
2025-05-15,12,inbound,41000010WALC,5,0.0,49.833333333333336
2025-05-15,12,outbound,079073001N,2,0.0,26.525
2025-05-15,12,outbound,410000008446,4,0.0,41.766666666666666
2025-05-15,12,outbound,41000042SSIP,1,0.0,27.183333333333334
2025-05-15,13,inbound,077072488A,1,0.0,84.86666666666666
2025-05-15,13,inbound,410000029206,4,0.0,48.43333333333333
2025-05-15,13,outbound,079073245B,1,0.0,89.65
2025-05-15,13,outbound,410000023816,3,0.0,53.1
2025-05-15,14,inbound,079073246A,3,0.0,25.383333333333333
2025-05-15,16,inbound,410000024564,2,0.0,20.558333333333334
2025-05-15,16,inbound,410000024S05,1,0.0,25.933333333333334
2025-05-15,16,outbound,410000024170,3,0.0,29.033333333333335
2025-05-15,18,outbound,410000009997,2,0.0,71.625
2025-05-15,18,outbound,41000042SSIL,3,0.0,41.6
2025-05-15,18,outbound,4100009FLEDS,1,0.0,28.85
2025-05-15,2,inbound,078074945B,1,0.0,33.11666666666667
2025-05-15,2,outbound,078074820A,1,0.0,34.85
2025-05-15,20,inbound,410000024549,2,0.0,22.31666666666667
2025-05-15,20,outbound,410000024S22,2,0.0,28.96666666666667
2025-05-15,22,inbound,410000007049,7,0.0,60.233333333333334
2025-05-15,22,outbound,410000010341,2,0.0,38.90833333333333
2025-05-15,22,outbound,410000010981,7,0.0,74.43333333333334
2025-05-15,22X,outbound,410000010981,2,0.0,83.775
2025-05-15,23,inbound,410000029116,3,0.0,35.083333333333336
2025-05-15,23,outbound,410000017207,2,0.0,38.608333333333334
2025-05-15,3,inbound,075071311A,1,0.0,18.316666666666666
2025-05-15,3,inbound,410000029106,4,0.0,39.79166666666667
2025-05-15,3,outbound,410000023800,3,0.0,34.0
2025-05-15,3,outbound,41000042SSIH,2,0.0,38.06666666666666
2025-05-15,30,inbound,410000008393,3,0.0,44.7
2025-05-15,30,inbound,410000016105,2,0.0,28.558333333333334
2025-05-15,30,outbound,410000007134,1,0.0,53.516666666666666
2025-05-15,30,outbound,410000008247,2,0.0,46.36666666666667
2025-05-15,30,outbound,41000042SSIE,1,0.0,27.65
2025-05-15,31,inbound,410000008384,5,0.0,47.71666666666667
2025-05-15,31,outbound,410000007134,3,0.0,33.05
2025-05-15,31,outbound,410000008247,1,0.0,52.2
2025-05-15,32,inbound,410000008326,1,0.0,99.65
2025-05-15,32,outbound,410000009949,2,0.0,95.48333333333333
2025-05-15,32A,inbound,410000008326,2,0.0,84.85
2025-05-15,32A,outbound,410000009251,1,0.0,105.25
2025-05-15,34,outbound,079073001U,1,0.0,66.75
2025-05-15,35,outbound,077072001X,3,0.0,39.93333333333333
2025-05-15,36,inbound,075071243A,4,0.0,77.58333333333334
2025-05-15,36,inbound,075071288E,2,0.0,46.458333333333336
2025-05-15,36,outbound,079073001P,3,0.0,66.26666666666667
2025-05-15,36,outbound,41000008NC69,4,0.0,17.96666666666667
2025-05-15,37,inbound,077072835C,1,0.0,40.65
2025-05-15,37,inbound,3100Z264671,3,0.0,42.3
2025-05-15,37,outbound,079073001P,2,0.0,38.266666666666666
2025-05-15,37,outbound,410000007134,4,0.0,93.05
2025-05-15,38,inbound,077072530A,3,0.0,16.2
2025-05-15,38,inbound,410000009238,1,0.0,39.71666666666667
2025-05-15,38,inbound,410000009356,6,0.0,52.858333333333334
2025-05-15,38,outbound,410000007134,4,0.0,51.00833333333333
2025-05-15,39,inbound,079073001B,1,0.0,14.283333333333333
2025-05-15,39,inbound,410000015627,7,0.0,45.85
2025-05-15,39,outbound,079073190A,1,0.0,15.4
2025-05-15,39,outbound,410000007181,4,0.0,44.266666666666666
2025-05-15,3A,inbound,075071311A,1,0.0,38.516666666666666
2025-05-15,3A,outbound,075071352B,1,0.0,19.25
2025-05-15,4,inbound,410000029206,3,0.0,51.38333333333333
2025-05-15,4,outbound,410000024224,2,0.0,49.5
2025-05-15,4,outbound,41000042SSIG,2,0.0,40.61666666666667
2025-05-15,40,inbound,41000010WALC,7,0.0,50.96666666666667
2025-05-15,40,outbound,410000007141,4,0.0,45.608333333333334
2025-05-15,49,outbound,41000008REGA,1,0.0,14.516666666666667
2025-05-15,516,inbound,410000017115,1,0.0,32.86666666666667
2025-05-15,52,inbound,077072549B,5,0.0,27.75
2025-05-15,57,outbound,077072002R,1,0.0,34.31666666666667
2025-05-15,58,outbound,077072002R,4,0.0,30.266666666666666
2025-05-15,59,inbound,075071047B,4,0.0,31.133333333333333
2025-05-15,59,inbound,077072835C,4,0.0,34.93333333333334
2025-05-15,59,outbound,077072001T,1,0.0,18.166666666666668
2025-05-15,59,outbound,079073001S,3,0.0,13.55
2025-05-15,594,inbound,410000029959,1,0.0,70.23333333333333
2025-05-15,6,inbound,075071088B,4,0.0,40.59166666666667
2025-05-15,6,inbound,07605721,1,0.0,73.76666666666667
2025-05-15,6,outbound,075071227A,1,0.0,18.55
2025-05-15,6,outbound,07605531,1,0.0,18.783333333333335
2025-05-15,6,outbound,077072001D,2,0.0,41.84166666666667
2025-05-15,6,outbound,410000009220,1,0.0,33.166666666666664
2025-05-15,61,outbound,077072001E,2,0.0,29.225
2025-05-15,62,inbound,410000007042,7,0.0,78.73333333333333
2025-05-15,62,outbound,410000003KLA,5,0.0,77.43333333333334
2025-05-15,63,inbound,410000007900,3,0.0,90.06666666666666
2025-05-15,63,outbound,410000003932,1,0.0,23.416666666666668
2025-05-15,63,outbound,410000003KLA,7,0.0,81.26666666666667
2025-05-15,68,inbound,4100009DSSWB,1,1.0,4.066666666666666
2025-05-15,685,outbound,090033101564,1,0.0,47.56666666666667
2025-05-15,685,outbound,3100Y93963B,1,0.0,48.31666666666667
2025-05-15,7,inbound,075071088D,2,0.0,29.358333333333334
2025-05-15,7,inbound,075071288G,1,0.0,7.75
2025-05-15,7,inbound,41000014METD,2,0.0,44.891666666666666
2025-05-15,7,inbound,41000042SSIC,3,0.0,30.133333333333333
2025-05-15,7,outbound,075071209A,4,0.0,29.4
2025-05-15,7,outbound,410000009220,3,0.0,44.61666666666667
2025-05-15,71,inbound,410000007120,2,0.0,9.024999999999999
2025-05-15,72,inbound,410000007142,1,0.0,6.983333333333333
2025-05-15,8,inbound,410000060058,2,0.0,25.0
2025-05-15,8,outbound,410000025319,1,0.0,25.483333333333334
2025-05-15,8,outbound,41000042SSIB,3,0.0,34.016666666666666
2025-05-15,804,inbound,410000000065,1,0.0,48.56666666666667
2025-05-15,816,inbound,410000000062,1,0.0,53.65
2025-05-15,87,outbound,41000008NC50,2,0.0,22.508333333333333
2025-05-15,960,inbound,410000023930,1,0.0,65.68333333333334
2025-05-15,E1,inbound,41000042SSID,3,0.0,45.38333333333333
2025-05-15,E1,outbound,410000024S17,2,0.0,43.525
2025-05-15,E2,inbound,41000042SSID,1,0.0,38.85
2025-05-15,E2,outbound,410000024S17,2,0.0,46.05833333333333
2025-05-15,E6,inbound,41000042SSID,2,0.0,45.81666666666666
2025-05-15,E6,outbound,410000024S17,2,0.0,25.299999999999997
2025-05-15,RP1,outbound,079073001O,1,0.0,45.8
2025-05-15,X1,inbound,410000029953,4,0.0,19.84166666666667
2025-05-15,X1,outbound,410000024S13,1,0.0,28.866666666666667
2025-05-15,X20,outbound,41000042SSIP,2,0.0,32.166666666666664
2025-05-15,X24,inbound,41000008NC41,2,0.0,49.233333333333334
2025-05-15,X24A,outbound,410000024S22,1,0.0,98.76666666666667
2025-05-15,X34,outbound,41000008NC41,3,0.0,54.65
2025-05-15,X47,outbound,4100008ELDJS,4,0.0,54.525
2025-05-15,X63,outbound,41000008NC27,3,0.0,33.68333333333333
2025-05-15,X77,outbound,4100008ELDHS,3,0.0,90.95
2025-05-15,X78,outbound,4100008ELDHS,1,0.0,19.733333333333334
2025-05-15,X82,outbound,4100008ELDAS,2,0.0,35.53333333333333
2025-05-15,X87,outbound,4100008ELDHS,2,0.0,47.8
2025-05-15,X88,outbound,4100008ELDHS,5,0.0,27.2
2025-05-16,1,inbound,410000009923,4,0.0,53.025
2025-05-16,1,outbound,410000008281,4,0.0,23.666666666666668
2025-05-16,4,inbound,410000029206,2,0.0,43.875
2025-05-16,10,outbound,410000024371,1,0.0,37.85
2025-05-16,11,inbound,410000030024,1,0.0,29.1
2025-05-16,12,inbound,410000015543,2,0.0,37.825
2025-05-16,12,inbound,41000010WALC,1,0.0,47.166666666666664
2025-05-16,12,outbound,410000008446,1,0.0,44.1
2025-05-16,13,inbound,410000029206,2,0.0,27.625
2025-05-16,13,outbound,410000023816,2,0.0,53.958333333333336
2025-05-16,14,inbound,079073246A,1,0.0,23.35
2025-05-16,22,inbound,410000007049,2,0.0,-3.9
2025-05-16,22,outbound,410000010341,1,0.0,-1.7166666666666666
2025-05-16,22,outbound,410000010981,3,0.0,75.46666666666667
2025-05-16,37,outbound,079073001P,1,0.0,39.6
2025-05-16,38,inbound,410000009356,1,0.0,65.91666666666667
2025-05-16,39,inbound,410000015627,43,0.11627906976744186,-5.583333333333333
2025-05-16,39,outbound,410000007181,45,0.26666666666666666,-3.3833333333333333
2025-05-16,39,outbound,410000009007,1,0.0,-3.216666666666667
2025-05-16,40,inbound,41000010WALC,27,0.2222222222222222,-3.25
2025-05-16,40,outbound,410000007141,26,0.19230769230769232,-3.425
2025-05-16,62,inbound,410000007042,2,0.0,93.09166666666667
2025-05-16,63,outbound,410000003KLA,1,0.0,20.6
2025-05-16,68,inbound,4100009DSSWB,16,0.3125,-2.0083333333333333
2025-05-16,68,outbound,4100009FLEGS,16,0.0625,-5.891666666666667
2025-05-16,681,inbound,410000000204,1,0.0,19.55
2025-05-16,681,outbound,410000009005,1,0.0,-4.8
2025-05-16,991,inbound,410000007007,1,0.0,-3.033333333333333
2025-05-16,1,inbound,075071120B,1,0.0,-6.0
2025-05-16,1,inbound,075071142A,26,0.15384615384615385,-2.6166666666666667
2025-05-16,1,inbound,078074945B,9,0.2222222222222222,-3.15
2025-05-16,1,inbound,079073001T,22,0.09090909090909091,-5.358333333333333
2025-05-16,1,inbound,410000009176,1,0.0,-6.9
2025-05-16,1,inbound,410000009923,101,0.2079207920792079,-3.2666666666666666
2025-05-16,1,inbound,410000009953,3,0.3333333333333333,-1.2666666666666666
2025-05-16,1,inbound,41000008NC94,1,0.0,-7.8
2025-05-16,1,outbound,075071293A,47,0.3617021276595745,-1.9333333333333333
2025-05-16,1,outbound,078074773A,8,0.125,-8.533333333333333
2025-05-16,1,outbound,410000008281,70,0.2571428571428571,-1.6583333333333332
2025-05-16,1,outbound,410000014617,36,0.2222222222222222,-2.7249999999999996
2025-05-16,10,inbound,079073272A,24,0.5416666666666666,-0.5666666666666667
2025-05-16,10,inbound,410000008408,36,0.3055555555555556,-0.8
2025-05-16,10,inbound,410000024S40,2,0.5,-4.3500000000000005
2025-05-16,10,inbound,410000030027,43,0.5116279069767442,3.716666666666667
2025-05-16,10,outbound,079073001M,24,0.125,-4.441666666666666
2025-05-16,10,outbound,410000007177,38,0.34210526315789475,-1.5083333333333333
2025-05-16,10,outbound,410000017109,2,1.0,1.8083333333333333
2025-05-16,10,outbound,410000024371,42,0.30952380952380953,-2.3
2025-05-16,10,outbound,410000024S05,1,0.0,-3.033333333333333
2025-05-16,10,outbound,41000042SSIA,27,0.25925925925925924,-4.416666666666667
2025-05-16,101,inbound,078074055A,3,0.0,-21.5
2025-05-16,101,outbound,079073001C,3,0.3333333333333333,-4.2
2025-05-16,105,inbound,410000000023,1,0.0,-19.8
2025-05-16,11,inbound,410000008408,43,0.32558139534883723,0.05
2025-05-16,11,inbound,410000016178,2,0.5,2.441666666666667
2025-05-16,11,inbound,410000017173,2,0.0,-2.791666666666667
2025-05-16,11,inbound,410000024S40,1,1.0,3.8666666666666667
2025-05-16,11,inbound,410000030024,42,0.4523809523809524,-0.35833333333333334
2025-05-16,11,inbound,41000010JARB,26,0.38461538461538464,-1.5166666666666666
2025-05-16,11,outbound,410000007142,42,0.23809523809523808,-2.65
2025-05-16,11,outbound,410000024387,44,0.38636363636363635,-4.325
2025-05-16,11,outbound,410000024S05,1,0.0,-4.766666666666667
2025-05-16,115,inbound,410000014903,1,1.0,1.5333333333333334
2025-05-16,115,outbound,410000007156,1,0.0,-1.4166666666666667
2025-05-16,12,inbound,079073245B,56,0.32142857142857145,-1.8083333333333333
2025-05-16,12,inbound,410000015543,40,0.3,-2.158333333333333
2025-05-16,12,inbound,410000017196,17,0.5294117647058824,-0.31666666666666665
2025-05-16,12,inbound,41000010WALC,41,0.3170731707317073,-1.75
2025-05-16,12,outbound,079073001N,53,0.16981132075471697,-3.95
2025-05-16,12,outbound,079073050A,1,0.0,-18.35
2025-05-16,12,outbound,410000008446,76,0.32894736842105265,-1.95
2025-05-16,12,outbound,41000042SSIP,17,0.11764705882352941,-5.866666666666666
2025-05-16,13,inbound,077072002R,4,0.5,-0.7999999999999999
2025-05-16,13,inbound,077072488A,11,0.45454545454545453,1.7833333333333334
2025-05-16,13,inbound,410000024S20,3,0.3333333333333333,-2.1666666666666665
2025-05-16,13,inbound,410000029206,53,0.24528301886792453,-3.816666666666667
2025-05-16,13,outbound,079073001T,3,0.6666666666666666,-0.8166666666666667
2025-05-16,13,outbound,079073245B,11,0.18181818181818182,-0.6333333333333333
2025-05-16,13,outbound,410000023816,53,0.32075471698113206,-1.6166666666666667
2025-05-16,13,outbound,410000024S13,1,1.0,-0.23333333333333334
2025-05-16,13B,outbound,079073001M,1,0.0,-2.1666666666666665
2025-05-16,14,inbound,079073246A,30,0.4,-1.2000000000000002
2025-05-16,14,outbound,079073001M,28,0.25,-3.4833333333333334
2025-05-16,140,outbound,410000008272,1,0.0,5.866666666666666
2025-05-16,146,outbound,410000008078,1,1.0,0.9
2025-05-16,16,inbound,07605438,1,0.0,-24.466666666666665
2025-05-16,16,inbound,07605751,6,0.5,1.6416666666666666
2025-05-16,16,inbound,410000024564,56,0.17857142857142858,-4.425000000000001
2025-05-16,16,inbound,410000024S05,1,0.0,-8.016666666666667
2025-05-16,16,inbound,410000024S21,1,1.0,3.85
2025-05-16,16,outbound,07605450,3,0.6666666666666666,-0.5833333333333334
2025-05-16,16,outbound,07605675,1,0.0,-6.05
2025-05-16,16,outbound,410000024170,53,0.33962264150943394,-2.433333333333333
2025-05-16,16,outbound,410000024229,1,0.0,-1.1666666666666667
2025-05-16,16,outbound,410000024S14,2,0.5,-1.6166666666666667
2025-05-16,18,inbound,410000015543,5,0.2,-2.1166666666666667
2025-05-16,18,inbound,410000015622,20,0.5,-0.03333333333333333
2025-05-16,18,outbound,410000009380,12,0.5833333333333334,2.675
2025-05-16,18,outbound,410000009997,7,0.8571428571428571,2.55
2025-05-16,18,outbound,410000016234,1,0.0,-2.0
2025-05-16,18,outbound,410000042C02,1,1.0,0.16666666666666666
2025-05-16,18,outbound,41000042SSIL,52,0.23076923076923078,-3.9833333333333334
2025-05-16,18,outbound,4100009FLEDS,7,0.0,-2.55
2025-05-16,18A,outbound,410000015B15,1,0.0,-11.733333333333333
2025-05-16,2,inbound,078074945B,8,0.0,-15.458333333333332
2025-05-16,2,outbound,078074773A,8,0.25,-2.341666666666667
2025-05-16,2,outbound,078074820A,2,1.0,2.3
2025-05-16,20,inbound,410000024549,67,0.6417910447761194,0.23333333333333334
2025-05-16,20,outbound,075071200A,1,1.0,1.0666666666666667
2025-05-16,20,outbound,075071209A,1,1.0,-0.45
2025-05-16,20,outbound,410000024S22,67,0.07462686567164178,-6.65
2025-05-16,22,inbound,410000007049,72,0.013888888888888888,-8.675
2025-05-16,22,inbound,410000007168,4,0.75,0.06666666666666667
2025-05-16,22,inbound,410000008Q02,1,0.0,-24.816666666666666
2025-05-16,22,inbound,41000008NC53,1,1.0,1.7
2025-05-16,22,outbound,410000009333,4,0.25,-4.866666666666667
2025-05-16,22,outbound,410000010003,6,0.3333333333333333,-4.4
2025-05-16,22,outbound,410000010341,4,0.25,0.8166666666666667
2025-05-16,22,outbound,410000010981,66,0.18181818181818182,-4.074999999999999
2025-05-16,22X,inbound,41000008NC53,3,0.0,-12.566666666666666
2025-05-16,22X,outbound,410000010981,3,0.3333333333333333,0.1
2025-05-16,23,inbound,410000024S18,1,0.0,-5.766666666666667
2025-05-16,23,inbound,410000029116,53,0.4339622641509434,-1.0333333333333334
2025-05-16,23,outbound,410000017207,54,0.25925925925925924,-3.175
2025-05-16,3,inbound,075071311A,11,0.36363636363636365,-0.75
2025-05-16,3,inbound,410000024904,2,0.0,-10.133333333333333
